age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,y,previously_contacted,season_quarter,has_housing,has_personal,debt_score,age_group,is_high_value,month
30,Unemployed,Single,Tertiary,No,1159.0,No,No,Cellular,12,95,1.0,68,1,No,1,Q3,0,0,0,Young Adult,1,Aug
32,Self-employed,Divorced,Tertiary,No,3271.0,No,No,Cellular,12,162,1.0,100,3,No,1,Q3,0,0,0,Middle Aged,1,Aug
35,Services,Married,Secondary,No,618.0,No,No,Cellular,12,293,1.0,104,1,Yes,1,Q3,0,0,0,Middle Aged,1,Aug
32,Technician,Single,Tertiary,No,1246.0,Yes,No,Cellular,12,68,1.0,104,3,No,1,Q3,1,0,1,Middle Aged,1,Aug
43,Technician,Single,Secondary,No,451.0,No,No,Cellular,12,289,2.0,-1,0,Yes,0,Q3,0,0,0,Middle Aged,1,Aug
62,Management,Married,Tertiary,No,3462.0,No,No,Cellular,12,344,3.0,-1,0,No,0,Q3,0,0,0,Elderly,1,Aug
70,Technician,Married,Tertiary,No,3462.0,No,No,Cellular,12,298,1.0,-1,0,No,0,Q3,0,0,0,Elderly,1,Aug
61,Management,Married,Secondary,No,1471.0,No,No,Cellular,12,331,2.0,-1,0,No,0,Q3,0,0,0,Elderly,1,Aug
43,Retired,Divorced,Primary,No,3462.0,No,No,Cellular,13,111,5.0,-1,0,No,0,Q3,0,0,0,Middle Aged,0,Aug
74,Retired,Married,Primary,No,0.0,No,No,Telephone,13,562,2.0,-1,0,Yes,0,Q3,0,0,0,Elderly,0,Aug
45,Unemployed,Divorced,Primary,Yes,11.0,No,No,Cellular,13,489,5.0,-1,0,Yes,0,Q3,0,0,0,Middle Aged,0,Aug
38,Blue-collar,Single,Secondary,No,0.0,No,No,Cellular,13,255,2.0,105,1,No,1,Q3,0,0,0,Middle Aged,0,Aug
47,Services,Married,Secondary,No,4.0,No,No,Cellular,13,73,2.0,105,6,No,1,Q3,0,0,0,Senior,0,Aug
32,Technician,Single,Tertiary,No,696.0,No,Yes,Cellular,13,101,4.0,105,4,No,1,Q3,0,1,1,Middle Aged,0,Aug
38,Blue-collar,Married,Secondary,No,1165.0,Yes,No,Cellular,13,784,3.0,94,10,Yes,1,Q3,1,0,1,Middle Aged,1,Aug
52,Technician,Married,Tertiary,No,1785.0,No,No,Cellular,13,349,1.0,-1,0,No,0,Q3,0,0,0,Senior,1,Aug
77,Retired,Married,Tertiary,No,699.0,No,No,Cellular,13,425,2.0,-1,0,Yes,0,Q3,0,0,0,Elderly,1,Aug
58,Blue-collar,Married,Primary,No,0.0,No,No,Telephone,13,181,1.0,-1,0,No,0,Q3,0,0,0,Senior,0,Aug
67,Retired,Married,Secondary,No,1146.0,No,No,Cellular,13,187,2.0,-1,0,No,0,Q3,0,0,0,Elderly,1,Aug
71,Retired,Married,Secondary,No,3.0,No,No,Cellular,13,1175,3.0,189,1,No,1,Q3,0,0,0,Elderly,0,Aug
32,Management,Single,Tertiary,No,2465.0,No,No,Cellular,13,414,1.0,-1,0,Yes,0,Q3,0,0,0,Middle Aged,1,Aug
32,Management,Married,Tertiary,No,1388.0,Yes,No,Cellular,13,102,1.0,105,1,No,1,Q3,1,0,1,Middle Aged,1,Aug
32,Admin.,Single,Secondary,No,5.0,Yes,Yes,Cellular,13,200,1.0,127,1,No,1,Q3,1,1,2,Middle Aged,0,Aug
29,Admin.,Single,Tertiary,No,41.0,Yes,No,Cellular,13,148,2.0,-1,0,Yes,0,Q3,1,0,1,Young Adult,0,Aug
40,Technician,Married,Tertiary,No,99.0,No,No,Cellular,13,220,2.0,364,2,No,1,Q3,0,0,0,Middle Aged,0,Aug
26,Management,Single,Tertiary,No,-8.0,No,No,Cellular,13,402,2.0,-1,0,No,0,Q3,0,0,0,Young Adult,0,Aug
31,Admin.,Married,Secondary,No,35.0,No,No,Cellular,13,315,2.0,105,1,Yes,1,Q3,0,0,0,Middle Aged,0,Aug
30,Management,Married,Tertiary,No,802.0,Yes,No,Cellular,13,105,1.0,-1,0,No,0,Q3,1,0,1,Young Adult,1,Aug
69,Housemaid,Single,Secondary,No,2493.0,No,No,Cellular,13,368,1.0,-1,0,No,0,Q3,0,0,0,Elderly,1,Aug
29,Student,Single,Secondary,No,314.0,No,No,Cellular,13,485,3.0,105,1,No,1,Q3,0,0,0,Young Adult,0,Aug
36,Technician,Married,Tertiary,No,341.0,No,No,Cellular,13,282,1.0,-1,0,Yes,0,Q3,0,0,0,Middle Aged,0,Aug
50,Services,Married,Secondary,No,3169.0,No,No,Cellular,13,399,1.0,430,1,Yes,1,Q3,0,0,0,Senior,1,Aug
51,Retired,Married,Secondary,No,2281.0,No,No,Cellular,13,164,1.0,-1,0,No,0,Q3,0,0,0,Senior,1,Aug
44,Technician,Divorced,Secondary,No,14.0,No,No,Cellular,13,234,1.0,-1,0,Yes,0,Q3,0,0,0,Middle Aged,0,Aug
71,Retired,Married,Secondary,No,1651.0,No,No,Cellular,13,791,2.0,-1,0,No,0,Q3,0,0,0,Elderly,1,Aug
67,Technician,Married,Secondary,No,0.0,No,No,Cellular,13,1152,2.0,188,1,No,1,Q3,0,0,0,Elderly,0,Aug
26,Student,Single,Secondary,No,611.0,No,No,Cellular,13,138,2.0,69,3,No,1,Q3,0,0,0,Young Adult,1,Aug
36,Technician,Married,Tertiary,No,1109.0,No,No,Cellular,13,328,2.0,-1,0,No,0,Q3,0,0,0,Middle Aged,1,Aug
66,Retired,Married,Secondary,No,3462.0,No,No,Cellular,13,72,3.0,-1,0,No,0,Q3,0,0,0,Elderly,1,Aug
37,Technician,Married,Secondary,No,24.0,Yes,No,Cellular,13,136,1.0,105,2,No,1,Q3,1,0,1,Middle Aged,0,Aug
77,Retired,Married,Secondary,No,610.0,No,No,Cellular,13,766,3.0,-1,0,No,0,Q3,0,0,0,Elderly,1,Aug
60,Retired,Married,Secondary,No,523.0,No,No,Cellular,13,192,3.0,-1,0,Yes,0,Q3,0,0,0,Senior,1,Aug
33,Admin.,Married,Secondary,No,1604.0,No,No,Cellular,13,78,2.0,-1,0,No,0,Q3,0,0,0,Middle Aged,1,Aug
33,Management,Married,Tertiary,No,641.0,Yes,No,Cellular,13,347,2.0,-1,0,No,0,Q3,1,0,1,Middle Aged,1,Aug
23,Student,Single,Secondary,No,431.0,No,No,Cellular,13,496,2.0,-1,0,Yes,0,Q3,0,0,0,Young Adult,0,Aug
34,Management,Married,Tertiary,No,39.0,No,No,Cellular,13,160,1.0,-1,0,No,0,Q3,0,0,0,Middle Aged,0,Aug
56,Management,Married,Tertiary,No,616.0,No,No,Cellular,13,293,2.0,105,2,Yes,1,Q3,0,0,0,Senior,1,Aug
39,Management,Married,Tertiary,No,1301.0,No,No,Cellular,13,233,1.0,-1,0,No,0,Q3,0,0,0,Middle Aged,1,Aug
33,Management,Single,Secondary,No,2859.0,Yes,No,Cellular,13,105,1.0,-1,0,No,0,Q3,1,0,1,Middle Aged,1,Aug
76,Retired,Married,Primary,No,3324.0,No,No,Cellular,13,227,2.0,192,1,Yes,1,Q3,0,0,0,Elderly,1,Aug
72,Retired,Married,Primary,No,2079.0,No,No,Cellular,13,100,1.0,191,3,No,1,Q3,0,0,0,Elderly,1,Aug
37,Management,Single,Tertiary,No,3462.0,No,No,Telephone,13,57,1.0,-1,0,No,0,Q3,0,0,0,Middle Aged,1,Aug
28,Services,Single,Secondary,No,231.0,Yes,Yes,Cellular,13,129,1.0,-1,0,No,0,Q3,1,1,2,Young Adult,0,Aug
24,Student,Single,Secondary,No,0.0,No,No,Cellular,13,74,2.0,-1,0,No,0,Q3,0,0,0,Young Adult,0,Aug
24,Student,Single,Secondary,No,382.0,No,No,Cellular,13,103,1.0,105,2,No,1,Q3,0,0,0,Young Adult,0,Aug
66,Housemaid,Divorced,Primary,No,204.0,No,No,Telephone,13,213,1.0,-1,0,No,0,Q3,0,0,0,Elderly,0,Aug
42,Management,Single,Tertiary,No,3371.0,Yes,Yes,Cellular,13,284,1.0,92,2,No,1,Q3,1,1,2,Middle Aged,1,Aug
33,Admin.,Married,Secondary,No,920.0,No,No,Cellular,13,111,1.0,105,1,No,1,Q3,0,0,0,Middle Aged,1,Aug
29,Management,Married,Tertiary,No,30.0,No,No,Cellular,13,83,1.0,105,1,No,1,Q3,0,0,0,Young Adult,0,Aug
21,Management,Single,Secondary,No,691.0,No,No,Cellular,13,219,1.0,101,2,No,1,Q3,0,0,0,Young Adult,1,Aug
33,Services,Married,Secondary,No,227.0,Yes,Yes,Cellular,13,477,2.0,-1,0,Yes,0,Q3,1,1,2,Middle Aged,0,Aug
35,Admin.,Single,Tertiary,No,3462.0,Yes,No,Cellular,13,73,1.0,112,2,No,1,Q3,1,0,1,Middle Aged,1,Aug
28,Technician,Single,Secondary,No,113.0,No,No,Cellular,13,204,3.0,105,1,Yes,1,Q3,0,0,0,Young Adult,0,Aug
34,Technician,Married,Tertiary,No,3160.0,Yes,No,Cellular,13,726,1.0,-1,0,No,0,Q3,1,0,1,Middle Aged,1,Aug
27,Admin.,Single,Secondary,No,3462.0,Yes,No,Cellular,13,75,1.0,442,2,No,1,Q3,1,0,1,Young Adult,1,Aug
35,Technician,Married,Secondary,No,1368.0,No,No,Cellular,13,159,2.0,78,3,No,1,Q3,0,0,0,Middle Aged,1,Aug
48,Self-employed,Married,Secondary,No,1559.0,No,No,Cellular,13,344,1.0,190,2,No,1,Q3,0,0,0,Senior,1,Aug
34,Admin.,Married,Tertiary,No,882.0,No,No,Cellular,13,135,1.0,113,5,No,1,Q3,0,0,0,Middle Aged,1,Aug
54,Technician,Married,Secondary,No,473.0,No,Yes,Cellular,13,112,1.0,-1,0,No,0,Q3,0,1,1,Senior,1,Aug
74,Retired,Divorced,Primary,No,166.0,No,No,Cellular,13,99,1.0,-1,0,No,0,Q3,0,0,0,Elderly,0,Aug
36,Admin.,Single,Tertiary,No,994.0,No,No,Cellular,13,185,2.0,105,3,No,1,Q3,0,0,0,Middle Aged,1,Aug
48,Self-employed,Married,Tertiary,No,3118.0,No,No,Cellular,13,371,2.0,-1,0,No,0,Q3,0,0,0,Senior,1,Aug
26,Technician,Single,Tertiary,No,-67.0,Yes,No,Cellular,13,143,1.0,90,1,No,1,Q3,1,0,1,Young Adult,0,Aug
45,Technician,Married,Secondary,No,0.0,No,No,Telephone,13,99,1.0,-1,0,No,0,Q3,0,0,0,Middle Aged,0,Aug
57,Housemaid,Divorced,Primary,No,1198.0,No,No,Cellular,13,146,1.0,-1,0,No,0,Q3,0,0,0,Senior,1,Aug
34,Management,Single,Tertiary,No,2279.0,No,No,Cellular,13,284,1.0,-1,0,No,0,Q3,0,0,0,Middle Aged,1,Aug
34,Management,Single,Tertiary,No,3462.0,No,No,Cellular,13,738,1.0,-1,0,Yes,0,Q3,0,0,0,Middle Aged,1,Aug
30,Admin.,Single,Tertiary,No,305.0,No,No,Cellular,13,75,1.0,105,3,No,1,Q3,0,0,0,Young Adult,0,Aug
56,Retired,Married,Primary,No,3462.0,No,No,Cellular,13,320,2.0,101,2,Yes,1,Q3,0,0,0,Senior,1,Aug
35,Admin.,Single,Tertiary,No,3462.0,No,No,Cellular,13,135,2.0,-1,0,No,0,Q3,0,0,0,Middle Aged,1,Aug
50,Housemaid,Divorced,Secondary,No,0.0,No,No,Telephone,13,43,1.0,105,2,No,1,Q3,0,0,0,Senior,0,Aug
30,Management,Single,Tertiary,No,499.0,Yes,No,Cellular,13,92,2.0,90,1,No,1,Q3,1,0,1,Young Adult,1,Aug
45,Management,Single,Tertiary,No,2067.0,Yes,No,Cellular,13,393,2.0,462,1,Yes,1,Q3,1,0,1,Middle Aged,1,Aug
36,Technician,Single,Secondary,No,376.0,No,No,Cellular,13,479,1.0,-1,0,Yes,0,Q3,0,0,0,Middle Aged,0,Aug
57,Retired,Single,Tertiary,No,842.0,No,No,Cellular,13,284,3.0,-1,0,Yes,0,Q3,0,0,0,Senior,1,Aug
35,Management,Married,Tertiary,No,1471.0,Yes,Yes,Cellular,13,236,3.0,-1,0,No,0,Q3,1,1,2,Middle Aged,1,Aug
30,Student,Single,Tertiary,No,3115.0,No,No,Telephone,13,217,2.0,-1,0,No,0,Q3,0,0,0,Young Adult,1,Aug
34,Management,Single,Tertiary,No,1228.0,No,No,Cellular,13,99,2.0,105,10,No,1,Q3,0,0,0,Middle Aged,1,Aug
30,Management,Married,Tertiary,No,877.0,No,No,Cellular,13,202,1.0,83,5,No,1,Q3,0,0,0,Young Adult,1,Aug
33,Blue-collar,Married,Secondary,No,3462.0,No,No,Cellular,13,238,2.0,265,1,No,1,Q3,0,0,0,Middle Aged,1,Aug
33,Management,Married,Tertiary,No,3363.0,Yes,Yes,Cellular,13,158,1.0,-1,0,No,0,Q3,1,1,2,Middle Aged,1,Aug
66,Management,Single,Tertiary,No,3462.0,No,No,Cellular,13,275,1.0,-1,0,No,0,Q3,0,0,0,Elderly,1,Aug
49,Technician,Married,Tertiary,No,1235.0,No,No,Cellular,13,354,3.0,-1,0,Yes,0,Q3,0,0,0,Senior,1,Aug
29,Housemaid,Single,Tertiary,No,453.0,No,No,Cellular,13,126,2.0,-1,0,No,0,Q3,0,0,0,Young Adult,1,Aug
49,Management,Married,Tertiary,No,1.0,No,No,Telephone,13,640,2.0,101,4,Yes,1,Q3,0,0,0,Senior,0,Aug
33,Admin.,Married,Secondary,No,1737.0,No,No,Cellular,14,228,2.0,106,2,No,1,Q3,0,0,0,Middle Aged,1,Aug
58,Retired,Married,Secondary,No,1227.0,No,No,Cellular,14,182,2.0,37,2,No,1,Q3,0,0,0,Senior,1,Aug
37,Services,Married,Secondary,No,775.0,No,No,Cellular,14,150,2.0,-1,0,Yes,0,Q3,0,0,0,Middle Aged,1,Aug
74,Retired,Married,Tertiary,No,3462.0,No,No,Cellular,14,233,2.0,-1,0,No,0,Q3,0,0,0,Elderly,1,Aug
67,Retired,Married,Primary,No,3462.0,No,No,Telephone,14,176,2.0,99,17,No,1,Q3,0,0,0,Elderly,1,Aug
37,Management,Married,Tertiary,No,1276.0,No,No,Cellular,14,156,2.0,-1,0,Yes,0,Q3,0,0,0,Middle Aged,1,Aug
35,Management,Single,Tertiary,No,3462.0,No,No,Cellular,14,172,4.0,-1,0,Yes,0,Q3,0,0,0,Middle Aged,0,Aug
59,Unemployed,Divorced,Secondary,No,2026.0,No,No,Cellular,14,185,3.0,73,1,No,1,Q3,0,0,0,Senior,1,Aug
68,Retired,Married,Primary,No,2301.0,No,No,Cellular,14,90,3.0,120,1,No,1,Q3,0,0,0,Elderly,1,Aug
21,Student,Single,Secondary,No,3462.0,No,No,Cellular,14,126,3.0,127,7,No,1,Q3,0,0,0,Young Adult,1,Aug
57,Admin.,Married,Secondary,No,169.0,No,No,Cellular,14,180,1.0,106,2,No,1,Q3,0,0,0,Senior,0,Aug
29,Unemployed,Single,Secondary,No,486.0,No,No,Telephone,14,151,1.0,106,1,No,1,Q3,0,0,0,Young Adult,1,Aug
43,Unemployed,Married,Secondary,No,775.0,No,No,Cellular,14,98,1.0,106,1,No,1,Q3,0,0,0,Middle Aged,1,Aug
45,Management,Married,Tertiary,No,1433.0,No,No,Cellular,14,117,1.0,-1,0,No,0,Q3,0,0,0,Middle Aged,1,Aug
46,Unemployed,Single,Tertiary,No,44.0,No,No,Cellular,14,225,1.0,-1,0,Yes,0,Q3,0,0,0,Senior,0,Aug
26,Admin.,Single,Secondary,No,255.0,No,No,Cellular,14,209,2.0,106,2,Yes,1,Q3,0,0,0,Young Adult,0,Aug
54,Retired,Married,Tertiary,No,1778.0,No,No,Cellular,14,319,1.0,268,2,No,1,Q3,0,0,0,Senior,1,Aug
33,Self-employed,Married,Tertiary,No,263.0,No,No,Cellular,14,257,1.0,102,2,No,1,Q3,0,0,0,Middle Aged,0,Aug
69,Retired,Married,Primary,No,579.0,No,No,Cellular,14,230,1.0,-1,0,No,0,Q3,0,0,0,Elderly,1,Aug
47,Unemployed,Married,Secondary,No,926.0,No,No,Cellular,14,436,1.0,403,5,Yes,1,Q3,0,0,0,Senior,1,Aug
63,Retired,Divorced,Secondary,No,3462.0,No,No,Cellular,14,415,1.0,-1,0,No,0,Q3,0,0,0,Elderly,1,Aug
59,Management,Divorced,Tertiary,No,3368.0,No,No,Cellular,14,260,1.0,-1,0,No,0,Q3,0,0,0,Senior,1,Aug
58,Management,Divorced,Tertiary,No,3462.0,No,No,Cellular,14,92,3.0,106,2,No,1,Q3,0,0,0,Senior,1,Aug
36,Management,Married,Primary,No,1506.0,No,No,Cellular,14,326,3.0,-1,0,Yes,0,Q3,0,0,0,Middle Aged,1,Aug
19,Student,Single,Secondary,No,60.0,No,No,Cellular,14,253,1.0,-1,0,No,0,Q3,0,0,0,Young Adult,0,Aug
28,Admin.,Single,Tertiary,No,373.0,Yes,No,Cellular,14,78,1.0,79,4,No,1,Q3,1,0,1,Young Adult,0,Aug
26,Technician,Single,Tertiary,No,777.0,Yes,No,Cellular,14,260,2.0,463,1,No,1,Q3,1,0,1,Young Adult,1,Aug
37,Management,Married,Tertiary,No,332.0,Yes,No,Cellular,14,190,2.0,84,7,No,1,Q3,1,0,1,Middle Aged,0,Aug
64,Retired,Married,Tertiary,No,846.0,No,No,Cellular,14,107,3.0,-1,0,No,0,Q3,0,0,0,Elderly,1,Aug
36,Blue-collar,Divorced,Secondary,No,2843.0,No,No,Cellular,14,186,1.0,-1,0,Yes,0,Q3,0,0,0,Middle Aged,1,Aug
22,Student,Single,Secondary,No,47.0,No,No,Cellular,14,236,2.0,-1,0,No,0,Q3,0,0,0,Young Adult,0,Aug
38,Technician,Divorced,Secondary,No,902.0,Yes,No,Cellular,14,108,1.0,102,4,No,1,Q3,1,0,1,Middle Aged,1,Aug
37,Student,Single,Secondary,No,444.0,No,No,Cellular,14,137,1.0,102,5,Yes,1,Q3,0,0,0,Middle Aged,0,Aug
62,Management,Married,Tertiary,No,557.0,No,No,Cellular,14,185,1.0,-1,0,Yes,0,Q3,0,0,0,Elderly,1,Aug
29,Student,Single,Secondary,No,145.0,No,No,Cellular,14,105,1.0,-1,0,No,0,Q3,0,0,0,Young Adult,0,Aug
26,Blue-collar,Single,Secondary,No,535.0,No,No,Cellular,14,125,1.0,-1,0,Yes,0,Q3,0,0,0,Young Adult,1,Aug
72,Retired,Single,Tertiary,No,614.0,No,No,Cellular,14,553,1.0,-1,0,No,0,Q3,0,0,0,Elderly,1,Aug
45,Management,Married,Tertiary,No,2671.0,No,No,Cellular,14,94,4.0,-1,0,Yes,0,Q3,0,0,0,Middle Aged,0,Aug
33,Management,Married,Tertiary,No,271.0,Yes,No,Cellular,14,801,2.0,-1,0,Yes,0,Q3,1,0,1,Middle Aged,0,Aug
63,Technician,Married,Secondary,No,896.0,Yes,No,Cellular,14,276,2.0,-1,0,Yes,0,Q3,1,0,1,Elderly,1,Aug
23,Blue-collar,Married,Secondary,No,272.0,No,No,Cellular,14,100,2.0,-1,0,Yes,0,Q3,0,0,0,Young Adult,0,Aug
57,Retired,Married,Secondary,No,479.0,No,No,Telephone,14,82,2.0,-1,0,No,0,Q3,0,0,0,Senior,1,Aug
55,Retired,Married,Primary,No,3462.0,No,No,Cellular,14,482,2.0,-1,0,No,0,Q3,0,0,0,Senior,1,Aug
20,Student,Single,Secondary,No,210.0,No,No,Cellular,14,101,1.0,-1,0,No,0,Q3,0,0,0,Young Adult,0,Aug
25,Management,Single,Tertiary,No,528.0,No,No,Cellular,14,201,1.0,-1,0,Yes,0,Q3,0,0,0,Young Adult,1,Aug
32,Technician,Married,Tertiary,No,2976.0,Yes,No,Cellular,14,88,5.0,-1,0,No,0,Q3,1,0,1,Middle Aged,0,Aug
60,Retired,Married,Secondary,No,209.0,No,No,Cellular,14,391,3.0,106,1,Yes,1,Q3,0,0,0,Senior,0,Aug
44,Management,Married,Tertiary,No,226.0,Yes,No,Cellular,14,190,3.0,270,3,Yes,1,Q3,1,0,1,Middle Aged,0,Aug
32,Management,Single,Tertiary,No,3462.0,No,No,Cellular,14,203,5.0,84,1,No,1,Q3,0,0,0,Middle Aged,0,Aug
33,Unemployed,Single,Tertiary,No,1974.0,No,No,Cellular,14,498,2.0,191,1,Yes,1,Q3,0,0,0,Middle Aged,1,Aug
39,Entrepreneur,Married,Tertiary,No,942.0,Yes,No,Cellular,14,880,3.0,267,1,Yes,1,Q3,1,0,1,Middle Aged,1,Aug
36,Technician,Single,Secondary,No,1228.0,Yes,No,Cellular,14,153,2.0,102,3,No,1,Q3,1,0,1,Middle Aged,1,Aug
46,Blue-collar,Married,Secondary,No,336.0,Yes,No,Cellular,14,260,3.0,457,1,Yes,1,Q3,1,0,1,Senior,0,Aug
41,Admin.,Divorced,Secondary,No,220.0,Yes,No,Cellular,14,142,2.0,88,2,No,1,Q3,1,0,1,Middle Aged,0,Aug
32,Blue-collar,Single,Secondary,No,551.0,Yes,No,Cellular,14,99,3.0,-1,0,No,0,Q3,1,0,1,Middle Aged,1,Aug
33,Technician,Married,Tertiary,No,300.0,No,No,Cellular,14,70,3.0,-1,0,No,0,Q3,0,0,0,Middle Aged,0,Aug
25,Student,Single,Secondary,No,3462.0,No,No,Cellular,14,211,3.0,-1,0,Yes,0,Q3,0,0,0,Young Adult,1,Aug
35,Management,Single,Tertiary,No,3462.0,No,No,Cellular,14,224,3.0,-1,0,No,0,Q3,0,0,0,Middle Aged,1,Aug
54,Technician,Married,Secondary,No,0.0,No,No,Telephone,14,159,2.0,106,6,No,1,Q3,0,0,0,Senior,0,Aug
39,Technician,Married,Tertiary,No,3462.0,Yes,No,Cellular,14,313,4.0,102,5,No,1,Q3,1,0,1,Middle Aged,0,Aug
35,Technician,Married,Secondary,No,1577.0,Yes,Yes,Cellular,17,80,1.0,273,1,No,1,Q3,1,1,2,Middle Aged,1,Aug
32,Technician,Married,Tertiary,No,3462.0,No,No,Cellular,17,219,1.0,84,2,No,1,Q3,0,0,0,Middle Aged,1,Aug
42,Admin.,Married,Primary,No,-306.0,Yes,No,Cellular,17,308,1.0,459,1,Yes,1,Q3,1,0,1,Middle Aged,0,Aug
25,Self-employed,Single,Secondary,No,1179.0,No,No,Cellular,17,43,1.0,83,2,No,1,Q3,0,0,0,Young Adult,1,Aug
55,Entrepreneur,Married,Tertiary,No,0.0,No,No,Cellular,17,116,1.0,-1,0,No,0,Q3,0,0,0,Senior,0,Aug
27,Admin.,Single,Secondary,No,1123.0,No,No,Cellular,17,75,1.0,-1,0,No,0,Q3,0,0,0,Young Adult,1,Aug
73,Retired,Married,Tertiary,No,2575.0,No,No,Cellular,17,152,1.0,-1,0,No,0,Q3,0,0,0,Elderly,1,Aug
56,Management,Married,Secondary,No,3462.0,No,No,Cellular,17,348,1.0,-1,0,Yes,0,Q3,0,0,0,Senior,1,Aug
82,Retired,Married,Secondary,No,276.0,No,No,Telephone,17,199,1.0,-1,0,Yes,0,Q3,0,0,0,Elderly,0,Aug
70,Entrepreneur,Married,Tertiary,No,3462.0,No,No,Cellular,17,551,2.0,-1,0,No,0,Q3,0,0,0,Elderly,1,Aug
57,Management,Married,Secondary,No,139.0,No,No,Cellular,17,80,1.0,-1,0,No,0,Q3,0,0,0,Senior,0,Aug
77,Retired,Married,Tertiary,No,0.0,No,No,Cellular,17,286,1.0,-1,0,Yes,0,Q3,0,0,0,Elderly,0,Aug
31,Management,Single,Tertiary,No,1441.0,No,No,Cellular,17,156,1.0,-1,0,No,0,Q3,0,0,0,Middle Aged,1,Aug
56,Blue-collar,Married,Secondary,No,241.0,Yes,No,Cellular,17,97,2.0,-1,0,No,0,Q3,1,0,1,Senior,0,Aug
36,Services,Single,Tertiary,No,1189.0,No,No,Cellular,17,220,1.0,-1,0,Yes,0,Q3,0,0,0,Middle Aged,1,Aug
34,Technician,Single,Secondary,No,1227.0,No,No,Telephone,17,122,1.0,109,1,No,1,Q3,0,0,0,Middle Aged,1,Aug
26,Student,Single,Secondary,No,0.0,No,No,Cellular,17,237,1.0,82,2,No,1,Q3,0,0,0,Young Adult,0,Aug
30,Admin.,Married,Tertiary,No,591.0,Yes,No,Cellular,17,115,1.0,-1,0,No,0,Q3,1,0,1,Young Adult,1,Aug
29,Student,Single,Secondary,No,3462.0,No,No,Telephone,17,123,1.0,-1,0,No,0,Q3,0,0,0,Young Adult,1,Aug
26,Management,Single,Tertiary,No,948.0,Yes,No,Cellular,17,125,1.0,-1,0,No,0,Q3,1,0,1,Young Adult,1,Aug
45,Technician,Divorced,Secondary,No,982.0,Yes,No,Cellular,17,123,2.0,454,3,No,1,Q3,1,0,1,Middle Aged,1,Aug
52,Management,Married,Tertiary,No,7.0,No,No,Cellular,17,366,2.0,-1,0,No,0,Q3,0,0,0,Senior,0,Aug
35,Management,Single,Tertiary,No,431.0,No,No,Cellular,17,343,2.0,397,1,Yes,1,Q3,0,0,0,Middle Aged,0,Aug
50,Technician,Married,Secondary,No,2218.0,Yes,No,Cellular,17,711,1.0,-1,0,Yes,0,Q3,1,0,1,Senior,1,Aug
58,Management,Married,Tertiary,No,1394.0,No,No,Cellular,17,628,1.0,83,1,No,1,Q3,0,0,0,Senior,1,Aug
39,Management,Single,Tertiary,No,763.0,No,No,Cellular,17,192,1.0,-1,0,No,0,Q3,0,0,0,Middle Aged,1,Aug
36,Admin.,Married,Secondary,No,953.0,Yes,No,Cellular,17,80,1.0,81,2,No,1,Q3,1,0,1,Middle Aged,1,Aug
67,Retired,Married,Secondary,No,696.0,No,No,Telephone,17,119,1.0,105,2,No,1,Q3,0,0,0,Elderly,1,Aug
62,Retired,Married,Secondary,No,1495.0,No,No,Cellular,17,606,1.0,196,1,Yes,1,Q3,0,0,0,Elderly,1,Aug
26,Management,Single,Tertiary,No,828.0,Yes,No,Cellular,17,156,1.0,199,1,Yes,1,Q3,1,0,1,Young Adult,1,Aug
67,Retired,Married,Primary,No,585.0,No,No,Cellular,17,109,1.0,-1,0,No,0,Q3,0,0,0,Elderly,1,Aug
36,Management,Single,Tertiary,No,609.0,No,No,Cellular,18,33,2.0,-1,0,No,0,Q3,0,0,0,Middle Aged,1,Aug
24,Technician,Married,Secondary,No,556.0,Yes,No,Cellular,18,460,2.0,-1,0,Yes,0,Q3,1,0,1,Young Adult,1,Aug
26,Management,Single,Tertiary,No,2506.0,No,No,Cellular,18,134,1.0,82,3,No,1,Q3,0,0,0,Young Adult,1,Aug
61,Management,Married,Secondary,No,1128.0,No,No,Cellular,18,243,2.0,-1,0,No,0,Q3,0,0,0,Elderly,1,Aug
70,Management,Married,Tertiary,No,3462.0,No,No,Cellular,18,65,2.0,-1,0,No,0,Q3,0,0,0,Elderly,1,Aug
71,Retired,Married,Secondary,No,1741.0,No,No,Cellular,18,177,1.0,-1,0,No,0,Q3,0,0,0,Elderly,1,Aug
52,Management,Married,Tertiary,No,583.0,No,No,Cellular,18,61,1.0,84,1,No,1,Q3,0,0,0,Senior,1,Aug
55,Management,Married,Tertiary,No,3462.0,No,No,Telephone,18,205,1.0,-1,0,Yes,0,Q3,0,0,0,Senior,1,Aug
58,Technician,Married,Tertiary,No,883.0,No,No,Cellular,18,543,1.0,78,2,No,1,Q3,0,0,0,Senior,1,Aug
37,Management,Married,Tertiary,No,3462.0,No,No,Cellular,18,147,1.0,379,1,No,1,Q3,0,0,0,Middle Aged,1,Aug
22,Student,Single,Secondary,No,948.0,No,No,Telephone,18,215,1.0,197,2,Yes,1,Q3,0,0,0,Young Adult,1,Aug
30,Student,Single,Secondary,No,48.0,No,No,Cellular,18,161,1.0,173,1,Yes,1,Q3,0,0,0,Young Adult,0,Aug
79,Housemaid,Married,Primary,No,0.0,No,No,Cellular,18,90,1.0,-1,0,No,0,Q3,0,0,0,Elderly,0,Aug
